state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
OH,2020-11-16,"19,358",66.42,"29,143","3,785",13.01,"2,771",71.58,"3,871"
OR,2020-11-16,"4,656",71.17,"6,542",466,7.12,498,65.14,764
RI,2020-11-16,"1,676",86.88,"1,929",289,14.98,126,81.29,155
SD,2020-11-16,"1,482",62.8,"2,360",560,23.73,166,81.77,203
TX,2020-11-16,"44,683",73.85,"60,634","8,412",13.91,"5,884",85.93,"6,848"
VT,2020-11-16,312,46.02,678,19,2.8,27,43.55,62
WA,2020-11-16,"8,021",64.37,"12,461",725,5.82,874,66.48,"1,314"
WI,2020-11-16,"8,313",67.5,"12,316","2,500",20.93,"1,084",67.54,"1,605"
WV,2020-11-16,"3,645",71.12,"5,125",456,8.9,478,77.22,619
WY,2020-11-16,634,46.39,"1,366",195,14.38,61,51.85,117
NC,2020-11-17,"16,393",76.49,"21,431","1,981",9.3,"1,972",80.67,"2,445"
NE,2020-11-17,"3,248",69.54,"4,670","1,004",21.87,442,78.93,560
NM,2020-11-17,"2,748",74.33,"3,697",724,19.57,372,95.38,390
OH,2020-11-17,"20,506",69.91,"29,331","4,021",13.74,"2,946",76.01,"3,876"
OR,2020-11-17,"4,848",73.55,"6,591",493,7.48,515,66.37,776
RI,2020-11-17,"1,779",88.16,"2,018",308,15.26,126,81.82,154
SD,2020-11-17,"1,573",66.65,"2,360",572,24.24,167,82.27,203
TX,2020-11-17,"45,638",75.19,"60,831","8,510",14.02,"6,256",88.27,"7,088"
VT,2020-11-17,678,56.74,"1,195",22,1.84,54,51.92,104
WA,2020-11-17,"8,424",67.44,"12,492",758,6.07,932,71.47,"1,304"
WI,2020-11-17,"8,821",71.57,"12,325","2,484",20.78,"1,146",70.82,"1,618"
WV,2020-11-17,"3,883",75.59,"5,137",469,9.13,508,81.94,620
WY,2020-11-17,665,48.67,"1,367",208,15.34,57,47.9,119
NC,2020-11-18,"16,530",76.86,"21,508","2,107",9.85,"2,015",79.77,"2,526"
NE,2020-11-18,"3,227",69.65,"4,633","1,004",22.05,452,77.13,586
NM,2020-11-18,"2,869",76.98,"3,727",729,19.56,383,98.12,390
OH,2020-11-18,"20,890",71.37,"29,272","4,087",13.99,"3,001",77.19,"3,888"
OR,2020-11-18,"4,988",75.38,"6,617",511,7.72,530,67.43,786
RI,2020-11-18,"1,787",88.42,"2,021",315,15.59,138,93.24,148
SD,2020-11-18,"1,552",66.35,"2,339",547,23.39,169,84.92,199
TX,2020-11-18,"46,557",76.09,"61,301","8,540",13.96,"6,323",88.51,"7,143"
VT,2020-11-18,690,57.69,"1,196",22,1.8,55,52.88,104
WA,2020-11-18,"8,737",70.08,"12,467",808,6.48,970,74.22,"1,307"
WI,2020-11-18,"8,845",71.38,"12,392","2,448",20.37,"1,138",70.07,"1,624"
WV,2020-11-18,"3,881",75.51,"5,140",457,8.89,494,79.68,620
WY,2020-11-18,707,51.72,"1,367",223,16.45,58,48.74,119
NC,2020-11-19,"16,333",76.02,"21,485","1,958",9.17,"1,931",79.66,"2,424"
NE,2020-11-19,"3,281",70.31,"4,666","1,014",22.11,448,76.71,584
NM,2020-11-19,"2,821",75.41,"3,741",742,19.83,386,98.18,393
OH,2020-11-19,"20,767",70.79,"29,338","4,225",14.43,"2,953",76.05,"3,883"
OR,2020-11-19,"5,014",75.69,"6,624",548,8.28,540,67.27,802
RI,2020-11-19,"1,781",87.91,"2,026",311,15.35,144,88.89,162
SD,2020-11-19,"1,580",67.12,"2,354",548,23.28,187,86.98,215
TX,2020-11-19,"46,376",75.89,"61,218","8,653",14.17,"6,398",88.54,"7,226"
VT,2020-11-19,662,55.35,"1,196",22,1.84,56,53.85,104
WA,2020-11-19,"8,707",69.14,"12,593",853,6.77,953,74.51,"1,279"
WI,2020-11-19,"8,760",70.55,"12,416","2,328",19.38,"1,135",69.85,"1,625"
WV,2020-11-19,"3,833",74.46,"5,148",448,8.7,484,77.81,622
WY,2020-11-19,680,49.78,"1,366",211,15.56,53,44.54,119
NC,2020-11-20,"16,085",74.74,"21,522","1,930",9.02,"1,919",78.91,"2,432"
NE,2020-11-20,"3,299",70.65,"4,669","1,011",22.03,445,76.99,578
NM,2020-11-20,"2,622",69.75,"3,759",754,20.06,372,95.01,391
OH,2020-11-20,"20,421",69.93,"29,200","4,324",14.84,"2,927",75.17,"3,894"
OR,2020-11-20,"4,944",74.54,"6,633",525,7.91,552,68.79,802
RI,2020-11-20,"1,751",88.61,"1,976",314,15.89,147,90.74,162
SD,2020-11-20,"1,618",68.65,"2,357",559,23.72,183,84.72,216
TX,2020-11-20,"46,703",75.67,"61,864","8,765",14.2,"6,236",88.71,"7,030"
VT,2020-11-20,647,54.1,"1,196",25,2.09,55,52.88,104
WA,2020-11-20,"8,702",69.32,"12,554",862,6.86,968,75.65,"1,279"
WI,2020-11-20,"8,614",69.52,"12,390","2,287",19.08,"1,134",69.92,"1,622"
WV,2020-11-20,"3,840",74.81,"5,133",461,8.98,493,79.52,620
WY,2020-11-20,687,50.29,"1,366",231,17.04,67,56.3,119
NC,2020-11-21,"15,635",72.86,"21,458","1,889",8.86,"1,918",79.18,"2,423"
NE,2020-11-21,"3,330",70.08,"4,751",985,21.08,438,74.36,589
NM,2020-11-21,"2,551",68.48,"3,725",757,20.33,373,95.64,390
OH,2020-11-21,"20,052",68.69,"29,192","4,303",14.77,"2,940",75.06,"3,917"
OR,2020-11-21,"4,789",72.21,"6,632",539,8.13,539,66.87,806
RI,2020-11-21,"1,730",87.02,"1,988",314,15.79,145,91.19,159
SD,2020-11-21,"1,531",65.48,"2,338",545,23.31,173,84.39,205
TX,2020-11-21,"45,408",74.56,"61,224","8,728",14.29,"6,271",88.35,"7,098"
VT,2020-11-21,629,52.59,"1,196",21,1.76,57,54.81,104
WA,2020-11-21,"8,465",68.04,"12,441",894,7.19,936,74.46,"1,257"
WI,2020-11-21,"8,246",66.4,"12,419","2,189",18.22,"1,107",68.04,"1,627"
WV,2020-11-21,"3,639",71.28,"5,105",482,9.44,502,80.97,620
WY,2020-11-21,667,48.8,"1,366",242,17.83,68,56.86,119
NC,2020-11-22,"15,203",71.17,"21,363","1,953",9.2,"1,798",76.41,"2,353"
NE,2020-11-22,"3,249",68.02,"4,777",997,21.22,442,74.66,592
NM,2020-11-22,"2,505",67.23,"3,726",757,20.31,373,94.67,394
OH,2020-11-22,"19,133",66.03,"28,978","4,514",15.61,"2,898",72.16,"4,016"
OR,2020-11-22,"4,643",70.56,"6,580",534,8.12,496,62.86,789
RI,2020-11-22,"1,659",83.32,"1,991",304,15.27,137,84.57,162
SD,2020-11-22,"1,448",61.8,"2,344",546,23.29,168,80.77,208
TX,2020-11-22,"44,362",73.67,"60,506","8,862",14.68,"6,136",87.15,"7,042"
VT,2020-11-22,632,52.89,"1,195",25,2.09,54,51.92,104
WA,2020-11-22,"8,067",65.42,"12,332",873,7.08,895,70.42,"1,271"
WI,2020-11-22,"8,016",64.54,"12,419","2,185",18.19,"1,078",66.38,"1,624"
WV,2020-11-22,"3,595",71.53,"5,026",530,10.56,465,75.24,618
WY,2020-11-22,641,46.93,"1,366",238,17.55,61,51.12,119
NC,2020-11-23,"15,567",72.71,"21,409","2,003",9.41,"1,812",76.75,"2,361"
NE,2020-11-23,"3,274",68.79,"4,760",982,20.98,452,76.09,594
NM,2020-11-23,"2,505",66.76,"3,752",788,21.0,365,93.11,392
OH,2020-11-23,"19,370",66.75,"29,017","4,752",16.41,"2,925",73.38,"3,986"
OR,2020-11-23,"4,646",70.24,"6,614",553,8.36,498,64.51,772
RI,2020-11-23,"1,696",87.99,"1,927",335,17.38,136,86.08,158
SD,2020-11-23,"1,506",64.28,"2,343",549,23.43,175,83.73,209
TX,2020-11-23,"45,324",74.32,"61,299","8,905",14.56,"6,025",87.73,"6,868"
VT,2020-11-23,628,52.51,"1,196",25,2.09,57,54.81,104
WA,2020-11-23,"8,043",66.05,"12,177",910,7.47,858,68.59,"1,251"
WI,2020-11-23,"8,062",65.09,"12,386","2,218",18.51,"1,045",64.31,"1,625"
WV,2020-11-23,"3,565",70.29,"5,072",532,10.49,488,78.71,620
WY,2020-11-23,622,45.56,"1,366",231,17.05,57,47.9,119
NC,2020-11-24,"16,124",75.1,"21,470","2,051",9.61,"1,894",80.22,"2,361"
NE,2020-11-24,"3,313",69.81,"4,746",963,20.63,442,77.59,569
NM,2020-11-24,"2,582",71.96,"3,588",800,22.28,372,94.42,394
OH,2020-11-24,"20,285",69.98,"28,986","4,816",16.65,"3,049",76.92,"3,964"
OR,2020-11-24,"4,776",72.9,"6,551",570,8.7,521,67.31,774
RI,2020-11-24,"1,783",90.37,"1,973",369,18.7,149,91.98,162
SD,2020-11-24,"1,531",65.12,"2,351",546,23.22,172,81.52,211
TX,2020-11-24,"44,408",75.13,"59,274","9,141",15.46,"6,222",89.01,"6,990"
VT,2020-11-24,659,55.1,"1,196",25,2.09,55,52.88,104
WA,2020-11-24,"8,390",68.36,"12,272",970,7.9,908,73.17,"1,241"
WI,2020-11-24,"8,356",67.45,"12,389","2,198",18.34,"1,096",67.29,"1,628"
WV,2020-11-24,"3,852",75.18,"5,124",574,11.21,491,79.19,620
WY,2020-11-24,632,46.27,"1,366",240,17.7,61,51.26,119
NC,2020-11-25,"15,851",73.62,"21,531","2,042",9.54,"1,867",79.14,"2,359"
NE,2020-11-25,"3,343",70.4,"4,749",946,20.25,431,75.61,570
NM,2020-11-25,"2,684",72.3,"3,713",791,21.3,395,99.5,397
OH,2020-11-25,"20,344",69.83,"29,133","4,835",16.63,"3,012",75.15,"4,008"
OR,2020-11-25,"4,934",74.84,"6,593",590,8.95,530,66.77,793
RI,2020-11-25,"1,808",89.82,"2,013",368,18.28,145,91.77,158
SD,2020-11-25,"1,552",66.33,"2,339",536,22.92,187,84.23,222
TX,2020-11-25,"44,616",74.76,"59,848","9,181",15.38,"6,276",89.28,"7,030"
VT,2020-11-25,644,54.53,"1,181",25,2.12,55,52.88,104
WA,2020-11-25,"8,368",68.02,"12,303",935,7.6,914,72.31,"1,264"
WI,2020-11-25,"8,374",67.35,"12,434","2,114",17.57,"1,097",67.59,"1,623"
WV,2020-11-25,"3,859",75.5,"5,111",579,11.33,489,78.87,620
WY,2020-11-25,633,46.34,"1,366",242,17.85,64,53.78,119
NC,2020-11-26,"15,049",70.27,"21,416","2,036",9.57,"1,802",76.42,"2,358"
NE,2020-11-26,"3,146",66.92,"4,701",950,20.57,437,76.94,568
NM,2020-11-26,"2,668",72.4,"3,685",803,21.78,390,99.24,393
OH,2020-11-26,"19,002",65.34,"29,082","4,724",16.28,"2,945",73.51,"4,006"
OR,2020-11-26,"4,836",73.47,"6,582",596,9.05,511,64.36,794
RI,2020-11-26,"1,749",85.28,"2,051",379,18.48,143,89.94,159
SD,2020-11-26,"1,418",60.7,"2,336",488,20.89,164,79.23,207
TX,2020-11-26,"41,958",71.3,"59,162","8,859",15.01,"6,200",87.83,"7,060"
VT,2020-11-26,605,51.53,"1,174",19,1.62,54,51.92,104
WA,2020-11-26,"7,997",65.01,"12,302",936,7.61,893,70.7,"1,263"
WI,2020-11-26,"7,985",64.27,"12,425","2,016",16.78,"1,064",65.72,"1,619"
WV,2020-11-26,"3,635",71.99,"5,049",565,11.19,479,77.26,620
WY,2020-11-26,636,46.52,"1,366",235,17.34,60,50.54,119
NC,2020-11-27,"14,751",69.07,"21,357","2,026",9.54,"1,786",75.71,"2,359"
NE,2020-11-27,"3,075",66.05,"4,656",947,20.69,401,69.74,575
NM,2020-11-27,"2,650",71.82,"3,690",817,22.13,394,99.37,397
OH,2020-11-27,"18,606",64.2,"28,981","4,803",16.61,"2,891",72.33,"3,997"
OR,2020-11-27,"4,542",69.06,"6,577",611,9.29,486,62.08,782
RI,2020-11-27,"1,672",87.13,"1,919",396,20.64,141,87.58,161
SD,2020-11-27,"1,450",61.81,"2,345",501,21.36,169,83.25,203
TX,2020-11-27,"40,512",70.35,"57,911","8,973",15.54,"6,022",87.71,"6,866"
VT,2020-11-27,585,49.83,"1,174",22,1.87,53,50.96,104
WA,2020-11-27,"7,752",63.56,"12,197",942,7.72,860,68.31,"1,259"
WI,2020-11-27,"7,784",62.97,"12,363","2,049",17.14,"1,031",63.8,"1,616"
WV,2020-11-27,"3,435",68.32,"5,028",594,11.8,480,77.42,620
WY,2020-11-27,603,44.17,"1,366",229,16.86,57,47.65,119
NC,2020-11-28,"14,831",69.38,"21,377","2,083",9.8,"1,849",76.12,"2,429"
NE,2020-11-28,"3,016",64.9,"4,646",920,20.15,415,71.55,580
NM,2020-11-28,"2,687",73.0,"3,682",820,22.27,404,100.87,401
OH,2020-11-28,"18,945",65.1,"29,102","5,016",17.27,"2,940",73.26,"4,013"
OR,2020-11-28,"4,489",68.56,"6,548",614,9.38,492,61.67,797
RI,2020-11-28,"1,681",86.56,"1,942",418,21.52,138,89.61,154
SD,2020-11-28,"1,414",59.99,"2,357",509,21.6,166,81.37,204
TX,2020-11-28,"40,483",70.47,"57,674","9,127",15.87,"6,076",86.33,"7,038"
VT,2020-11-28,582,49.79,"1,169",22,1.88,60,57.69,104
WA,2020-11-28,"7,759",64.04,"12,115",956,7.9,881,70.37,"1,252"
WI,2020-11-28,"7,861",62.96,"12,486","2,024",16.75,"1,073",66.15,"1,622"
WV,2020-11-28,"3,530",70.04,"5,040",617,12.24,490,79.03,620
WY,2020-11-28,576,42.15,"1,366",233,17.15,59,49.8,119
NC,2020-11-29,"14,971",70.03,"21,378","2,181",10.27,"1,848",76.11,"2,428"
NE,2020-11-29,"3,046",65.3,"4,664",924,20.16,416,72.1,577
NM,2020-11-29,"2,707",73.34,"3,691",815,22.09,397,98.51,403
OH,2020-11-29,"18,979",65.21,"29,104","5,188",17.86,"2,906",72.04,"4,034"
OR,2020-11-29,"4,524",69.46,"6,513",667,10.24,492,64.4,764
RI,2020-11-29,"1,636",85.83,"1,906",434,22.77,132,85.71,154
SD,2020-11-29,"1,420",60.04,"2,365",514,21.73,174,83.25,209
TX,2020-11-29,"40,764",71.15,"57,546","9,348",16.29,"6,081",88.34,"6,884"
VT,2020-11-29,582,49.79,"1,169",22,1.88,63,60.58,104
WA,2020-11-29,"7,836",64.27,"12,191",990,8.12,906,67.3,"1,347"
WI,2020-11-29,"7,906",63.35,"12,479","2,041",16.91,"1,073",66.11,"1,623"
WV,2020-11-29,"3,638",72.48,"5,019",679,13.53,494,79.76,620
WY,2020-11-29,616,45.11,"1,366",247,18.22,60,50.27,119
NC,2020-11-30,"15,692",73.16,"21,449","2,225",10.44,"1,910",78.62,"2,430"
NE,2020-11-30,"3,146",67.12,"4,688",916,19.88,402,70.4,571
NM,2020-11-30,"2,774",74.19,"3,739",850,22.73,406,103.31,393
OH,2020-11-30,"19,649",67.6,"29,065","5,324",18.36,"2,979",74.2,"4,015"
OR,2020-11-30,"4,508",69.13,"6,521",685,10.5,485,64.24,755
RI,2020-11-30,"1,673",87.96,"1,902",451,23.71,139,85.28,163
SD,2020-11-30,"1,438",61.35,"2,344",526,22.44,166,83.42,199
TX,2020-11-30,"42,175",72.65,"58,305","9,478",16.3,"6,171",88.88,"6,943"
VT,2020-11-30,596,50.98,"1,169",26,2.27,64,61.54,104
WA,2020-11-30,"7,948",65.15,"12,199","1,044",8.56,896,69.89,"1,282"
WI,2020-11-30,"8,066",64.68,"12,470","2,090",17.33,"1,072",66.01,"1,624"
WV,2020-11-30,"3,750",73.94,"5,072",668,13.17,491,79.19,620
WY,2020-11-30,623,45.61,"1,366",256,18.87,66,55.22,119
NC,2020-12-01,"16,287",75.76,"21,499","2,391",11.19,"1,989",81.42,"2,443"
NE,2020-12-01,"3,280",69.78,"4,700",898,19.44,430,75.17,572
NM,2020-12-01,"2,833",76.29,"3,714",865,23.29,414,103.7,399
OH,2020-12-01,"20,859",70.73,"29,490","5,549",18.85,"3,131",78.29,"3,999"
OR,2020-12-01,"4,791",73.04,"6,559",670,10.21,511,66.45,769
RI,2020-12-01,"1,735",87.94,"1,973",468,23.72,147,90.74,162
SD,2020-12-01,"1,543",65.55,"2,354",513,21.79,175,84.13,208
TX,2020-12-01,"44,500",74.99,"59,580","9,663",16.25,"6,313",90.33,"6,989"
VT,2020-12-01,695,59.45,"1,169",36,3.08,68,65.38,104
WA,2020-12-01,"8,313",67.2,"12,371","1,048",8.47,947,74.16,"1,277"
WI,2020-12-01,"8,370",67.21,"12,452","2,062",17.11,"1,092",67.11,"1,628"
WV,2020-12-01,"3,916",77.21,"5,072",693,13.66,486,78.39,620
WY,2020-12-01,644,46.87,"1,374",248,18.18,65,54.5,119
NC,2020-12-02,"16,731",77.32,"21,640","2,413",11.22,"1,979",81.01,"2,443"
NE,2020-12-02,"3,401",71.71,"4,743",886,18.99,436,75.69,576
NM,2020-12-02,"2,868",76.41,"3,754",846,22.54,404,101.12,400
OH,2020-12-02,"21,159",72.05,"29,368","5,529",18.87,"3,128",78.53,"3,983"
OR,2020-12-02,"4,881",74.24,"6,575",665,10.11,512,66.11,774
RI,2020-12-02,"1,775",87.83,"2,021",452,22.37,147,90.74,162
SD,2020-12-02,"1,575",66.46,"2,370",510,21.52,181,87.02,208
TX,2020-12-02,"45,794",76.13,"60,375","9,621",15.97,"6,441",90.46,"7,120"
VT,2020-12-02,719,61.51,"1,169",35,2.99,66,63.46,104
WA,2020-12-02,"8,544",68.86,"12,408","1,066",8.59,945,73.09,"1,293"
WI,2020-12-02,"8,535",68.41,"12,477","2,014",16.68,"1,107",68.21,"1,623"
WV,2020-12-02,"3,984",78.41,"5,081",678,13.34,504,81.21,620
WY,2020-12-02,657,47.82,"1,374",242,17.74,68,57.14,119
NC,2020-12-03,"16,689",77.55,"21,521","2,467",11.53,"2,027",82.94,"2,444"
NE,2020-12-03,"3,392",71.19,"4,765",856,18.27,432,74.61,579
NM,2020-12-03,"2,938",78.05,"3,764",862,22.9,398,98.82,403
OH,2020-12-03,"21,042",71.63,"29,374","5,537",18.89,"3,090",76.64,"4,032"
OR,2020-12-03,"4,840",73.57,"6,579",644,9.79,524,66.92,783
RI,2020-12-03,"1,813",91.24,"1,987",450,22.65,146,91.25,160
SD,2020-12-03,"1,496",63.23,"2,366",488,20.63,178,84.76,210
TX,2020-12-03,"46,150",76.59,"60,456","9,469",15.69,"6,412",90.95,"7,050"
VT,2020-12-03,725,61.81,"1,173",36,3.07,68,65.38,104
WA,2020-12-03,"8,696",67.97,"12,794","1,048",8.19,969,73.58,"1,317"
WI,2020-12-03,"8,621",69.02,"12,490","1,971",16.31,"1,126",68.92,"1,633"
WV,2020-12-03,"3,959",77.66,"5,098",681,13.36,500,80.65,620
WY,2020-12-03,651,47.38,"1,374",235,17.23,64,55.65,115
NC,2020-12-04,"16,569",77.52,"21,374","2,422",11.4,"2,008",81.89,"2,452"
NE,2020-12-04,"3,308",70.0,"4,725",831,17.89,420,74.07,567
NM,2020-12-04,"2,887",76.44,"3,777",821,21.74,408,100.0,408
OH,2020-12-04,"21,016",71.45,"29,415","5,470",18.63,"3,131",77.56,"4,037"
OR,2020-12-04,"4,807",73.28,"6,560",646,9.84,515,64.94,793
RI,2020-12-04,"1,741",86.75,"2,007",430,21.43,145,89.51,162
SD,2020-12-04,"1,474",62.17,"2,371",485,20.46,180,78.6,229
TX,2020-12-04,"47,722",78.4,"60,869","9,334",15.36,"6,484",90.48,"7,166"
VT,2020-12-04,719,61.3,"1,173",33,2.81,70,67.48,103
WA,2020-12-04,"8,594",67.48,"12,735","1,038",8.15,932,71.15,"1,310"
WI,2020-12-04,"8,571",68.47,"12,518","1,896",15.65,"1,113",67.91,"1,639"
WV,2020-12-04,"3,935",77.45,"5,081",673,13.25,505,81.45,620
WY,2020-12-04,662,48.2,"1,374",221,16.2,65,56.81,115
NC,2020-12-05,"16,088",75.54,"21,296","2,431",11.48,"1,987",81.5,"2,438"
NE,2020-12-05,"3,203",68.11,"4,703",762,16.49,408,71.87,567
NM,2020-12-05,"2,611",72.98,"3,578",838,23.43,397,96.77,410
OH,2020-12-05,"20,436",69.72,"29,311","5,294",18.1,"3,176",77.69,"4,088"
OR,2020-12-05,"4,718",73.68,"6,403",662,10.34,529,67.99,778
RI,2020-12-05,"1,680",83.29,"2,017",436,21.62,145,89.51,162
SD,2020-12-05,"1,420",59.97,"2,368",467,19.72,171,76.0,225
TX,2020-12-05,"46,022",77.04,"59,736","9,095",15.25,"6,452",89.69,"7,194"
VT,2020-12-05,653,55.67,"1,173",25,2.13,68,65.38,104
WA,2020-12-05,"8,341",65.98,"12,641","1,064",8.42,893,68.59,"1,302"
WI,2020-12-05,"8,250",65.91,"12,517","1,796",14.83,"1,079",66.12,"1,632"
WV,2020-12-05,"3,805",75.39,"5,047",649,12.86,516,83.23,620
WY,2020-12-05,637,45.69,"1,393",217,15.69,65,55.06,119
NC,2020-12-06,"15,756",73.85,"21,334","2,514",11.85,"1,951",80.16,"2,434"
NE,2020-12-06,"3,046",65.2,"4,672",778,16.93,395,69.79,566
NM,2020-12-06,"2,777",73.68,"3,769",850,22.57,422,103.55,408
OH,2020-12-06,"20,013",67.97,"29,444","5,367",18.26,"3,146",77.6,"4,055"
OR,2020-12-06,"4,595",72.39,"6,348",676,10.65,499,65.14,766
RI,2020-12-06,"1,726",84.2,"2,050",448,21.85,144,86.23,167
SD,2020-12-06,"1,393",59.15,"2,355",462,19.62,163,71.81,227
TX,2020-12-06,"44,601",75.75,"58,881","9,195",15.64,"6,307",89.28,"7,064"
VT,2020-12-06,626,53.37,"1,173",24,2.05,57,54.81,104
WA,2020-12-06,"8,179",65.28,"12,530","1,095",8.74,901,69.41,"1,298"
WI,2020-12-06,"7,892",63.01,"12,525","1,744",14.39,"1,028",63.18,"1,627"
WV,2020-12-06,"3,644",71.99,"5,062",647,12.78,494,79.68,620
WY,2020-12-06,617,43.68,"1,413",208,14.86,62,50.54,122
NC,2020-12-07,"16,173",75.42,"21,445","2,602",12.2,"1,984",81.11,"2,446"
NE,2020-12-07,"3,190",67.8,"4,705",829,17.92,408,70.92,576
NM,2020-12-07,"2,856",75.47,"3,784",848,22.42,412,100.92,408
OH,2020-12-07,"20,076",68.24,"29,421","5,471",18.63,"3,108",76.76,"4,049"
OR,2020-12-07,"4,592",72.53,"6,331",667,10.54,494,65.71,751
RI,2020-12-07,"1,736",87.68,"1,980",459,23.18,132,83.54,158
SD,2020-12-07,"1,437",61.15,"2,350",459,19.53,170,75.89,224
TX,2020-12-07,"44,980",76.32,"58,936","9,425",16.02,"6,287",90.57,"6,942"
VT,2020-12-07,623,53.07,"1,174",34,2.9,61,58.65,104
WA,2020-12-07,"8,158",65.11,"12,530","1,131",9.03,873,67.99,"1,284"
WI,2020-12-07,"8,020",64.35,"12,464","1,794",14.88,"1,010",62.21,"1,624"
WV,2020-12-07,"3,661",72.34,"5,061",691,13.65,500,80.65,620
WY,2020-12-07,618,43.13,"1,433",207,14.56,62,49.21,126
NC,2020-12-08,"16,679",77.59,"21,496","2,709",12.68,"2,032",82.57,"2,461"
NE,2020-12-08,"3,370",70.73,"4,765",835,17.82,423,73.69,574
NM,2020-12-08,"2,655",74.27,"3,575",864,24.18,394,96.57,408
OH,2020-12-08,"21,091",71.01,"29,701","5,544",18.71,"3,241",78.95,"4,105"
OR,2020-12-08,"4,769",74.73,"6,382",660,10.34,516,67.01,770
RI,2020-12-08,"1,782",86.84,"2,052",498,24.27,142,87.12,163
SD,2020-12-08,"1,547",65.38,"2,366",475,20.08,182,74.29,245
TX,2020-12-08,"47,126",79.43,"59,332","9,568",16.15,"6,586",91.28,"7,215"
VT,2020-12-08,658,56.14,"1,172",32,2.73,59,57.84,102
WA,2020-12-08,"8,459",67.66,"12,502","1,145",9.16,914,70.96,"1,288"
WI,2020-12-08,"8,359",66.88,"12,499","1,812",14.99,"1,068",65.53,"1,629"
WV,2020-12-08,"3,773",74.57,"5,060",698,13.79,510,82.26,620
WY,2020-12-08,679,47.38,"1,433",211,14.84,64,51.19,126
NC,2020-12-09,"16,926",78.25,"21,632","2,721",12.65,"2,048",83.22,"2,461"
NE,2020-12-09,"3,398",71.34,"4,763",826,17.64,436,76.36,571
NM,2020-12-09,"2,736",75.54,"3,622",843,23.27,391,95.13,411
OH,2020-12-09,"21,298",71.66,"29,721","5,519",18.61,"3,228",78.67,"4,103"
OR,2020-12-09,"4,879",75.32,"6,478",688,10.63,521,67.66,770
RI,2020-12-09,"1,800",84.79,"2,123",529,24.92,140,85.37,164
SD,2020-12-09,"1,531",64.98,"2,356",463,19.65,179,73.06,245
TX,2020-12-09,"48,268",81.66,"59,108","9,552",16.19,"6,628",91.83,"7,218"
VT,2020-12-09,680,57.92,"1,174",23,1.96,65,63.73,102
WA,2020-12-09,"8,613",68.6,"12,556","1,150",9.16,916,70.55,"1,299"
WI,2020-12-09,"8,427",67.24,"12,533","1,762",14.53,"1,054",64.53,"1,633"
WV,2020-12-09,"3,949",77.8,"5,076",715,14.09,508,81.85,620
WY,2020-12-09,704,49.13,"1,433",198,13.92,73,57.94,126
NC,2020-12-10,"16,886",78.29,"21,569","2,777",12.95,"2,047",83.18,"2,461"
NE,2020-12-10,"3,336",69.82,"4,778",807,17.18,422,73.26,576
NM,2020-12-10,"2,899",75.93,"3,818",873,22.87,412,100.98,408
OH,2020-12-10,"21,347",71.69,"29,777","5,509",18.54,"3,239",79.52,"4,073"
OR,2020-12-10,"4,898",75.0,"6,531",686,10.5,536,69.34,773
RI,2020-12-10,"1,744",84.76,"2,058",504,24.5,139,90.26,154
SD,2020-12-10,"1,546",65.43,"2,363",439,18.58,172,69.92,246
TX,2020-12-10,"49,120",82.02,"59,889","9,670",16.17,"6,680",91.67,"7,286"
VT,2020-12-10,700,59.68,"1,173",22,1.88,67,65.69,102
WA,2020-12-10,"8,623",68.55,"12,580","1,100",8.74,924,70.86,"1,304"
WI,2020-12-10,"8,337",66.62,"12,514","1,684",13.91,"1,088",66.63,"1,633"
WV,2020-12-10,"3,896",77.64,"5,018",725,14.45,509,82.1,620
WY,2020-12-10,692,48.29,"1,433",208,14.59,67,52.76,127
NC,2020-12-11,"16,695",77.27,"21,606","2,733",12.72,"2,064",82.26,"2,509"
NE,2020-12-11,"3,314",69.52,"4,768",777,16.57,408,71.33,572
NM,2020-12-11,"2,878",75.4,"3,817",887,23.24,406,99.51,408
OH,2020-12-11,"21,104",70.02,"30,142","5,472",18.19,"3,230",78.53,"4,113"
OR,2020-12-11,"4,835",75.21,"6,429",690,10.73,545,70.32,775
RI,2020-12-11,"1,776",87.36,"2,033",513,25.23,140,85.37,164
SD,2020-12-11,"1,468",62.2,"2,361",422,17.89,173,70.9,244
TX,2020-12-11,"49,308",77.53,"63,597","9,611",15.13,"6,578",86.75,"7,583"
VT,2020-12-11,697,59.42,"1,173",26,2.22,62,60.78,102
WA,2020-12-11,"8,480",67.77,"12,512","1,124",8.99,939,71.79,"1,308"
WI,2020-12-11,"8,321",66.38,"12,535","1,657",13.66,"1,068",65.05,"1,641"
WV,2020-12-11,"3,938",78.2,"5,036",728,14.46,517,83.39,620
WY,2020-12-11,704,49.02,"1,435",192,13.48,57,44.88,127
NC,2020-12-12,"16,235",75.63,"21,465","2,708",12.69,"2,055",82.27,"2,498"
NE,2020-12-12,"3,195",66.14,"4,831",752,15.83,402,70.9,567
NM,2020-12-12,"2,747",72.01,"3,815",804,21.07,418,102.45,408
OH,2020-12-12,"20,349",67.7,"30,059","5,258",17.53,"3,146",77.32,"4,069"
